id,user_id,coin_name,available,disabled,lock,unrelease,purchase,address
1067,232,qc,8.91,0,0,0,0,QY4WpxPb2P4oDX7SJED63JpLT68PTdX5zx
1072,233,qc,58.8,0,0,0,0,QboYDpjN3Ph18fxCtduW8vKXFQRy9QMKLM
1087,236,qc,588,0,0,0,0,QS3iy7gsxqhFQq3Q2dv87xZH8LMEMUoDHA
1092,237,qc,0,0,0,0,0,QfWMXUpvrSwTnZNBV7CmdusP7gZrZAfRG8
1102,239,qc,0,0,0,0,0,QN7kvSpfcEKUkvqXUKKbn9EW5iVf4gfqYE
1107,240,qc,840,0,0,0,0,QbGa47T54HQUE2xVwhPPmbNAdXXym5xyjW
1117,242,qc,0.003248,0,0,0,0,QQj4ChbSieDEQnZPbWFviM796NuyjyVJ8K
1122,243,qc,2105,0,0,0,0,QeHxPf98EX6wYftjYyWFZk1uDcTLLTM5ih
1127,244,qc,0,0,0,0,0,QYJgRaAukqCsbHFhYZ56G1gruw1zrkUaqv
1132,245,qc,8.4,0,0,0,0,Qhvne1GwEPNrGs5t1cXdDnxmfG6zFSeYVD
1142,247,qc,420,0,0,0,0,QWkLPo29tMueD6PuF1zhd2bHBTSvhHPoZq
1157,250,qc,0,0,0,0,0,Qim7YCMn5nv3io2vrLHXAcT7qiuE9NxsBX
1167,252,qc,0,0,0,0,0,QZ7Y7XZMTUQ8NpdwWrFuACcoKLskFANCy8
1172,253,qc,1943.16,0,0,0,0,QRgoNqHBjfsDfnb7hzRCec4FugnK5SGpn6
1177,254,qc,0,0,0,0,0,QYsiVtpw9H8rDMDceKxEpJX8rDTy89wvm7
1182,255,qc,0,0,0,0,0,QjcJYvTquYs4Nv1CoLNiwNq4NcLog1ynKr
1192,257,qc,0,0,0,0,0,QeF5pvqxPg8ZjaiiZH1zMzMxgoYV8ZvKyf
1197,258,qc,559.3887,0,0,0,0,QYD9gHCg8e485gE9uWAj7jGFARXSooXiSe
1217,262,qc,401.1,0,0,0,0,QhCX1QoYzNzrNrJbB8sSuGZcWhm7zW58Y3
1222,263,qc,1470.408,0,0,0,0,QVaTq5hNPSsa3hpNk7PXQjJ3h7eML6PJx7
1227,264,qc,0,0,0,0,0,QN6zM8ZH5ZhSRZQtzdgQ5kSHx2FHw3a5Vh
1232,265,qc,34,0,0,0,0,QPp39RUqTP8hN2wsoeahE6i42q9aoZ88eK
1237,266,qc,336,0,0,0,0,QWwcDJaiHviReq7QA3cpZJXm4PRWVrgS3Q
1242,267,qc,0,0,0,0,0,QWZG9HQkRc16ywZeCJcQWVVWDqjE7VWxn6
1247,268,qc,2100,0,0,0,0,QSfNinp3sYFhPqQds8uMeJV2J4pgY5BPHe
1252,269,qc,0,0,0,0,0,QRoC5WE2cbfcXYCCsSvD721txaGR6TnG1a
1257,270,qc,0,0,0,0,0,QTnwNCdCYVJzgJZsZbo1kzz3EU83YdZk5W
1262,271,qc,0,0,0,0,0,Qcjj5aXtKiG6rPqiwCNp97MJBLetP7TFDi
1267,272,qc,547.08,0,0,0,0,QWHufwsCwSUbPztAwjHFvj2XDmE6psx78w
1272,273,qc,0,0,0,0,0,QcPYxLT9epuyMEmT8v9g7gdhv9EjrKurHP
1277,274,qc,1071.6575,0,0,0,0,QWJ7uCA9QztDsAWkZQCQVavsuoz7BtwocJ
1287,276,qc,336,0,0,0,0,QdsNw2ZYGTnjAXtfDtVNrpzzaxZnY8jWdR
1292,277,qc,0,0,0,0,0,QQ6ZtxXs2LGsw3XXLE8a6TvQBRPspnGxov
1297,278,qc,0.08,0,0,0,0,QTQj2vHeiXFR4ScESZyzvKywrVaEYUTMgD
1302,279,qc,25.2,0,0,0,0,QWVNipi7hWoG3xHaGVtihsNyDBkbFEYRwU
1307,280,qc,0,0,0,0,0,QUyJcCHXSEJtzUS3ZZKoptwF7X9SqWM2Pz
1317,282,qc,408.58,0,0,0,0,QRNsGZ1ofpHU353xM5Q3WKhb7ADkTT4DYW
1322,283,qc,0,0,0,0,0,QTyrYC5kH5HLKS68pdVggkapx3cL2zGJhW
1332,285,qc,84,0,0,0,0,QinFfe6Ch4aeUH81ArCXAMoVwG2ExS5mLx
1352,289,qc,0,0,0,0,0,QeFRG2iT3d2xZPs6jYorzGartHhQDXsb1G
1362,291,qc,0,0,0,0,0,Qg58qLygfgB9djFzZLbMHLasDPz6eiczK8
1367,292,qc,10.92,0,0,0,0,QSLxJa1CFJGqVVGLcbUrt6LYF15CAK3pF5
1382,295,qc,0,0,0,0,0,Qhkkd7rDhxvfNCeKrFkX9ty3rvpyqV9Xoe
1387,296,qc,0,0,0,0,0,Qc27W4bvAcDQMhapA7nr2GT1dK7Ac7sVPh
1397,298,qc,30.24,0,0,0,0,QY1nrDMqXGmqQ9p4cwc9ahVXTPw9K4j3S8
1402,299,qc,3087.028,0,0,0,0,QdwE6XLxruxhnqZYgCPr9H6SKj7ZEHHW6H
1407,300,qc,0,0,0,0,0,QMfRUZ8d9yMT6AdDEauNA5XtEgdqmciEVV
1412,301,qc,0,0,0,0,0,QebqKbUnc9tWzKSfqAudQmjorM2YjkXqvq
1417,302,qc,0,0,0,0,0,QNyrrisWtWKkx63XcK99WkPSb6NSXSQE8E
1422,303,qc,0,0,0,0,0,QaJgo4vT8HNZQSsEDUdubjtDqiUFrUghjC
1437,306,qc,0,0,0,0,0,QXaL3yw7rvjZLuW33738L8HPh8PkTrVTUf
1442,307,qc,13.44,0,0,0,0,QjqnjHwAdFhaxL1MAtgwJtjti9LaCsLJ1a
1447,308,qc,0,0,0,0,0,QWjcj1v2fdLQC7eKJPpSmDAecXanKMCpWK
1452,309,qc,69.102614,0,0,0,0,QdWJHXHDYK3jxxsW5MVMZgyBBNeuqhzUXw
1457,310,qc,0,0,0,0,0,QP5dqcohQxcCZ3K6mMpkuL1VKRifzXuM23
1462,311,qc,1008,0,0,0,0,QbXyZv6fZfP44LBgLK2ZkCdmjUD2LDnjQL
1467,312,qc,1777.495,0,0,0,0,QR4Bx7UQHKQ4bwQFchPjn6fPvobJ62rSnV
1472,313,qc,0,0,0,0,0,QTPyUMn3gQQbA5wBwaSpSGXFndfHpxsg3R
1477,314,qc,420,0,0,0,0,QSsgSeibsYYct3u3zztttg4RKUACn4oxDj
1482,315,qc,0,0,0,0,0,QbaaSw7bsxG83CXZ3aBMawZ1cdNUGgWz8v
1487,316,qc,168.68,0,0,0,0,QjWvZW5iifJh69eZe3czLHgU8xPsnkYJ3a
1492,317,qc,0,0,0,0,0,QdX6wwixaqcPFctY1QvES4nSetTWKscbMS
1497,318,qc,90.72,0,0,0,0,QadySZYBVAFuXgyobE5emeyp7WAGXBXSHj
1502,319,qc,4216.4419,0,0,0,0,QM5XNvkjKxkuCyJ7iZRDMCBoWzik4dNEmb
1512,321,qc,1754.4325,0,0,0,0,QgL5GN1vqPTchB6e8uRtzZ467rhu1RKQFV
1517,322,qc,420,0,0,0,0,QfyS3RJU1NuRv5xGDNr2MbEnTEd66LgiUk
1527,324,qc,84,0,0,0,0,QccQV6emGkce5xy5V2HMJFrpxXiNDS8nF4
1532,325,qc,630,0,0,0,0,Qid8RUQdCgUCpV8nJLJLkzs7Fjju9nwHS2
1537,326,qc,84,0,0,0,0,QggSEFM7zVx9VyLansX84ruVXtsymisGNe
1542,327,qc,609.84,0,0,0,0,QUL2yqP85vTScy4QVkWcbnzdxxyJaBswWT
1547,328,qc,168.68,0,0,0,0,QdENKH1gj2BSRuoKUFdjqvJMpuVZRuLPnB
1557,330,qc,0,0,0,0,0,Qj7EeYf19x6FZhYAXzDeWGrygjxWg4aa1g
1562,331,qc,7665.9412,0,0,0,0,QhnWnQGxZ7s3J1kiuB11ccXyaLQaUYxWd6
1567,332,qc,6658.6476,0,0,0,0,QjuDSFgprjB6K2RG75Z74tUyRfV1aTHqES
1572,333,qc,630,0,0,0,0,Qj6SofAYi2fm46XPAxdLFXdkiBkWq5NviY
1577,334,qc,0,0,0,0,0,QNvr6MWr16roCyzHM6cxYF4sHyYeCsuFQC
1582,335,qc,0,0,0,0,0,QQykFLjVywmLhA4XW7iUge8vAhWEzbvCfS
1597,338,qc,0,0,0,0,0,QR2vRZz1JKs7mNmbidZgLorpksksevmYq8
1602,339,qc,525.84,0,0,0,0,QjuYM9zABhrtHUr9Noh1gJA1xV9eEHvBub
1607,340,qc,0,0,0,0,0,QazC15D5Tc9iyhr3C5jeCaSRfBfABa5LTT
1612,341,qc,420,0,0,0,0,QRrPoE5w8g3pxRjTRAkmZx5FpAQYCdabt2
1617,342,qc,0,0,0,0,0,Qcvkrr6MhMpYweDib8rAwvDo2eZyCLPDgh
1627,344,qc,0,0,0,0,0,QdyzyDxWKYBLhSffucRvda2FH4e21FCcWq
1637,346,qc,0.578,0,0,0,0,QPGEcAGG5iJxZETXtA8VY9vcrHsy5PNtje
1642,347,qc,0,0,0,0,0,QjiAwTowTETboqvJXF1GBrahCUvGHxHcF4
1652,349,qc,0,0,0,0,0,QfEWAw2U5kySvzUpL7teo1dBQxtFibumx9
1657,350,qc,29841.16,0,0,0,0,QQ9efkU6RXPhaQbbUwnQmhZvR2q3A7B8Ez
1662,351,qc,0,0,0,0,0,QM1CWbbqoAHrZcLhupTGxZ1zvrCsSqrV8x
1667,352,qc,0,0,0,0,0,QSxpigABFDe8YPFqsyL9cBS4XWWZRgsKUx
1672,353,qc,0,0,0,0,0,QZty9ZwERoTnPgH5Yb2Ppy56WWuqjgpJz2
1682,355,qc,8.4,0,0,0,0,QNe8xs5TFhHYW6zYf6Q1tDm6Z5LVFrRayE
1687,356,qc,26292,0,0,0,0,QUAkjtLTFVFuRP5ZDnpPQwhvQWmNoFyrNi
1692,357,qc,7595,0,0,0,0,QhzScefuxLaDntCdrK6pg6t24dm9HGkFv3
1697,358,qc,21.84,0,0,0,0,Qbxj3NKd5UQqgi4MRgeF7hyjtR8QufKcBM
1702,359,qc,1963.08,0,0,0,0,QSiku6pT9RBs6zdxrvCSniVxtna43aAuvm
1707,360,qc,3255.74,0,0,0,0,QWdQtRaKj3XSuEFjwTsw9byDaEyDJuZx2n
1717,362,qc,108.85,0,0,0,0,QUiySSaNCEdSgUGrspDgqfhB9Xq6KSfomi
1722,363,qc,0,0,0,0,0,Qa2uJ1L5pctMjkGkPKdG3SYYwKLprJPqNf
1727,364,qc,2430.96,0,0,0,0,QTLQw7tiTVWinmMqb1pQAetZ5GHgGSfChC
1732,365,qc,84,0,0,0,0,QhDYs5DCtrNWdB1oHCwMAPyGGm5gTHqepA
1737,366,qc,84,0,0,0,0,Qbzo53LdNn8zroeVTLHGGdVjBbjfuvBoCd
1742,367,qc,84,0,0,0,0,QVZRsS75Mz3hNUDkMG2gA5DLQn2s44c7ob
1747,368,qc,84,0,0,0,0,QfXG7RwiLd9i4Yo1fp485PkV8PUFQ16Gzs
1752,369,qc,84,0,0,0,0,QYFVgBNgT4vCieVkteZ2NAqyP2W6eWpZx5
1762,371,qc,84,0,0,0,0,QRD6mSPeNjekn8TTwZL6Ndcjva96gFkKos
1772,373,qc,348.6,0,0,0,0,QRos2F7NXzpffZWNETwcc7JY5iKWhAadMU
1777,374,qc,7061.37,0,0,0,0,QZSu28G3NKnciAb35zfEsAZiMZCLXd43E3
1782,375,qc,0,0,0,0,0,QXooxNbc1mR1K9v3RTsb3VQuVZAovy9Xov
1787,376,qc,210,0,0,0,0,QW8Czwk3tARRPo6bvUJHnfopy5mxuzBAG4
1792,377,qc,840,0,0,0,0,QN13rHUzrbhng7JZM2C8ZneZqcDQn1wB5C
1797,378,qc,0,0,0,0,0,QbvHtVBUrVs3pDRawznDxBw3UZKPbG7oNJ
1802,379,qc,1050.002,0,0,0,0,QYmhEL87uDc7toXpBqktqbhLW2jFmE1SSq
1812,381,qc,42.002345,0,0,0,0,QPbidXtUREfNZqBBWyNpkmVUvYbMkSh9wY
1817,382,qc,840,0,0,0,0,QZS2TKFVfC7xZJs9zJmSqZ8vbHjZ9tJN4K
1822,383,qc,840,0,0,0,0,QZY7r7rn99m9TD4Qm337yEiL2x5hjpQ3jw
1827,384,qc,0,0,0,0,0,QPEmoUHxJ9t7vwc6GrUpxpbiXWNYEMzdGM
1832,385,qc,0,0,0,0,0,Qe2oB4Nzv5MqdqsyqBxjmUYm5PAnaiUdEd
1837,386,qc,0,0,0,0,0,Qf4Yh5ge67VRh1V7qxKAMTedeh3c3cnx9o
1842,387,qc,613.2,0,0,0,0,QSpGhQHFitfv1Qx3d6hek1dJgTU4ErgfdU
1847,388,qc,462.5254,0,0,0,0,QYnQrhYVVaKWnD4EGj2VskaAHodcv2vR8i
1852,389,qc,0,0,0,0,0,QZRb8DDjZSircyWYRCtaTpbpVQkV2ikup9
1862,391,qc,16.806,0,0,0,0,QRvJPY4fRnha7Wd6a2RzdX2NHmobQhBXEd
1867,392,qc,408.66,0,0,0,0,QPNT4gduBuS67VkuPA4H2m14GHsDY4RPvJ
1872,393,qc,0,0,0,0,0,QbYZfW8FnU8SmkAjAeq9FysgyTba3wHYin
1882,395,qc,0,0,0,0,0,QSDTVwf3e9EYdPBsNFgEaKWpjp1c4YhqaA
1887,396,qc,222.602,0,0,0,0,QNPXaDbTeSAQLBmYFxhZ2mhEEr2AWTKJ7z
1892,397,qc,238.56,0,0,0,0,QewNZU3n8GE5DTuYqFNd3XVHrt5pRgmvpZ
1897,398,qc,0,0,0,0,0,QNdyLh7c6EL1YQecHeGUwokgV7PK1V5Xzp
1902,399,qc,63.84311,0,0,0,0,QRE53vmD5FQc1dJmTUKHmdieNwXgeMr86q
1907,400,qc,129.36,0,0,0,0,Qg7EM3TBKF8Cz7vRss3tMfGLqkZkWTDXfB
1912,401,qc,0,0,0,0,0,QaZPdXk85m2mCMXTnoQfk3dT78ULTsLnEX
1917,402,qc,168,0,0,0,0,QQ5EyWPovk3oC52g7J7APSNat2GU8uCJY9
1922,403,qc,0,0,0,0,0,Qfi5NP1qud6f6gpFosdLYXGJUPBrBZt8ET
1927,404,qc,168,0,0,0,0,QQRZmzKSssTywCe6vUZRnbTGzDTe5R1mPM
1932,405,qc,0,0,0,0,0,Qdivobro95yuP9MGuuoyD99aEKub4TnH78
1937,406,qc,0,0,0,0,0,QRp87cqymk2BCxN27DzAFayjNVpk9B18JC
1947,408,qc,210.0206,0,0,0,0,QPKMyYyxfCx5FCwrnkhAvmhEjnV5fCqGcr
1952,409,qc,21.84319,0,0,0,0,Qi8TobSr18qkLogktScz4PEyXAsQt58Kk9
1962,411,qc,0,0,0,0,0,QT8nFVa1g1BdUFTmBYJGfviyijNCpgJZh8
1972,413,qc,0.389376,0,0,0,0,QMetqAXsYCZhbqHnThsgA5eRp6ot9pfFEm
1982,415,qc,17,0,0,0,0,QeRwcJjiws8Zbvw1sGvaLs1X6L7Ljf4fUg
1997,418,qc,84,0,0,0,0,QghNZA2o5oyaGa8pfYtyL5ZCvKL576hLqi
2002,419,qc,0.0045,0,0,0,0,QLxWcvUssUjYUSVsahqYjkTvwhkKbFckoN
2007,420,qc,21.84,0,0,0,0,QeJrySe3UNSqVpE6utZeLUidB5SErf82aD
2012,421,qc,0,0,0,0,0,QhaMCKUggKijLWeEQTPWwqRojCQeXV5w1j
2022,423,qc,0,0,0,0,0,QQJsBGaKK5GZKUu5tXhC44P5uiEjc2kqRf
2032,425,qc,210,0,0,0,0,QYUYUzAb9mtsf3dziEmg9gnkCUvoPU28DJ
2037,426,qc,0,0,0,0,0,QcxQmhKjZhvb4LwfhakhxXVtb2SsG1y41u
2042,427,qc,16.8,0,0,0,0,QQ8PDz6UoXayNd8TJYn7S9Sw3sdg4i1VdB
2047,428,qc,0,0,0,0,0,QPv5pnyrD8yzCU8HkEHjL4j9XJKWbBkwcD
2052,429,qc,0,0,0,0,0,QWqUm9uXRfdgiNH7TEoTBPEK7cjQfnFBkg
2057,430,qc,285.6,0,0,0,0,Qd6Kq3KqPzRytsc6uEnKarKTy46CYJRAMq
2067,432,qc,0,0,0,0,0,QhFU1n3m7UtznqXUin7zBYhDFJcF2utdf3
2072,433,qc,0,0,0,0,0,QU4HgZTfDvdBBaa4MDtBCDN1wfew5WzXdg
2082,435,qc,16.8,0,0,0,0,QcTm61F5fDM4dnLxckxvHXU4b9RgdShUtN
2092,437,qc,168,0,0,0,0,QNLU7ZVq1XkHouqPNjprTyuhLvmPpq4qVU
2097,438,qc,110.88,0,0,0,0,QNM4rAQb4MzQUmfeqcmCLTp6drBh5vY6aA
2102,439,qc,84,0,0,0,0,Qf9Hg85b9XACC6ZLPAqdriXhMRXDf6AZLK
2107,440,qc,142.8,0,0,0,0,QW3jnnAMFgGPTb4UnAKRs56zfiDGUAggJs
2122,443,qc,80.64,0,0,0,0,Qi2cJR66CwL4Nbu2THxZgnNMNtXuJRnhxE
2127,444,qc,89,0,0,0,0,QQ7DZAqdQm1X4y5YXxcvaiiPdAHjJyeoys
2132,445,qc,50.4,0,0,0,0,QViXt7qYi4FjVbMcV8AJ81MZEUPR4hzAY4
2142,447,qc,94,0,0,0,0,QaFoqBfHK3PQCf5G6vGYU7rb3TCP5P9u6m
2147,448,qc,94,0,0,0,0,Qe4n8oHWkehS6gjCHXVqa2sw7akphB8sdw
2152,449,qc,94,0,0,0,0,QRs5jDq4pSpgwqiGswVENSzwQyrsnGGtYv
2162,451,qc,0,0,0,0,0,QP9jutP6VVXBU8kNvCbuDYamwY4xuzSgw5
2167,452,qc,94,0,0,0,0,QM8Bkzp5vsiHsLrzDh9KynvCx6ow7Crzss
2172,453,qc,65.52,0,0,0,0,QQoJxQLMq7zzcADVk7SkAgtgoHGFnpqEsu
2177,454,qc,286.0087,0,0,0,0,QV7T247ZaMgyJ1D7DGhZagNxnaQ8ktVjVJ
2182,457,qc,94,0,0,0,0,QS9C8V1Aq9KLXNy5SzcgctC71PeoY1yPsa
2187,458,qc,50.4,0,0,0,0,QYSHhjdT3GL8NHcnmtnaSUBhewcDcrWRo9
2192,459,qc,500.3,0,0,0,0,QVqVDPNDEs7FEMj8L2tjQqo8u1Y2yHL5bp
2197,460,qc,0,0,0,0,0,QXCggg5qTXMFYCD2zhaPmaEWjZJHeStVmW
2202,461,qc,47.88464,0,0,0,0,QVzPw5oELmNC3nVzaaaeR632zj2by35sWV
2207,462,qc,0,0,0,0,0,QihASGk8YiCMsg8kw1JabeuajDsz7KDDLn
2212,463,qc,0.025,0,0,0,0,QMntJ3Sy625JSgoZcHdi9u2yZ7MMPX7UTE
2217,464,qc,0,0,0,0,0,QgXGLn23XCPnQ2PQ29okhS8CSNFRqejBJY
2227,466,qc,0,0,0,0,0,QhbrdMGAZotmUr2HUUNt37PRb89SA2vL3i
2232,467,qc,0,0,0,0,0,QeTd7evDQCzaUBG9ASnMKNuWrw3K7pkv9V
2242,469,qc,0,0,0,0,0,QRpcFd68Kb4KJr8w3eQhrd5thjp9rvHHJy
2247,470,qc,84,0,0,0,0,QXnb8CWe2mYSuhFuceypdk6cWPvrRpvDaX
2252,471,qc,0,0,0,0,0,QPGZ9T5Qxqf1sXTSuHteAH2DHnEHi6Lxtg
2257,472,qc,0,0,0,0,0,QPLqaLJDkSQ1pNFeCGnxTuN83Jadcz6YCL
2262,473,qc,94,0,0,0,0,QidaW8t2WSpcQNrJJNUxbUazaJiGrEvVZ2
2267,474,qc,0,0,0,0,0,Qc4NVSC5ewo4ZgYRqqNqgch95jZt4KHkqd
2272,475,qc,94,0,0,0,0,Qit3bbjiXTY8sVhPYxQtAwGLgpaMkPREJy
2277,476,qc,0.0028,0,0,0,0,QNAxdMEdXgZkYuwvq3s6UyhjTN7kuWZ8iG
2282,477,qc,0.004,0,0,0,0,QZmf8GCc6EgyCgbtjMFxvGpJLAcmGZP9W2
2287,478,qc,88.092,0,0,0,0,QX7JPsa3NKr6vQKac7sUVGCRpphd6xF9vx
2292,479,qc,0,0,0,0,0,QLq2Y8afyJhZYppmDCtdXBnvBr2GkhGGP3
2302,481,qc,0,0,0,0,0,QWtwfUu7J5GrswwgwaijgRWyGQtwm3RETY
2307,482,qc,0,0,0,0,0,QLphqYu9fuAUMboJJ4YDoTpVuycSZSkSx2
2312,483,qc,0,0,0,0,0,QjfkR6XuyjsdVm7PFMuJwndMRbs15Kjcr9
2317,484,qc,84,0,0,0,0,QNKoymjCcFFoGLzNKXup8bszjoMVkXyWTS
2322,485,qc,84,0,0,0,0,QjC1EvXvXue3CMzdCdwwePoY6dzyJQDsWF
2327,486,qc,84,0,0,0,0,QhNYLvZa7wRx9UEPYfknQENkAhuo88wSeD
2332,487,qc,0,0,0,0,0,QPiRjChxWBF7zRQ9m9LrKV41TnFGQ9rS2V
2337,488,qc,0,0,0,0,0,Qd23FQ18FgCKrVA6Y28ctgXGL4zXGcuSBT
2342,489,qc,84,0,0,0,0,QRCekXJFYK71Z6iU3Jmwqeoc2vmBoKC2G2
2347,490,qc,94,0,0,0,0,Qgc9Qeh8NtiyrPwJn27Fq1aB9dQPjSy3An
2352,491,qc,930.01,0,0,0,0,QSsha8sK5dRfqJtQrkcwGJV226HVYAG2Ct
2357,492,qc,84,0,0,0,0,Qhb8spv5ybngYXH4nADogyb8RmJi1S1WKp
2362,493,qc,0.9611,0,0,0,0,QV4KhsN6qHoZXxroQ7gCFV83f6rycsMUQa
2367,494,qc,600.6,0,0,0,0,QjaZ43931Rc5GBYfBL9j26Qbfg7ABRPrUX
2372,495,qc,0.7576,0,0,0,0,QXvrXs8p4DhV4yptweSRRx3qeiHcwU8Nvq
2377,496,qc,84,0,0,0,0,QZrZjijA8AayehyF5z7KSrEsqw3bCJTmVk
2387,498,qc,0,0,0,0,0,QVjknQ3mpVJ9wGj8C9K5uM49PMGW4PYKEK
2392,499,qc,89,0,0,0,0,QhzNym96eELP99SD3cv21T5MA1ZWvRbxsd
2397,500,qc,84,0,0,0,0,QRFgd5zYa7vq2J8BPJF2XKpFP89TsQMKwU
2402,501,qc,0.4592,0,0,0,0,QPVdmdnZyfF7GSx2yuCpL81VHHC6VYCgrE
2407,502,qc,84,0,0,0,0,QREfFYfip1YF3cDZ9gJHYobSup9EZGRDq1
